Probes	Description	adipose	adrenal	brain	breast	colon	heart	kidney	liver	lung	lymphNode	ovary	prostate	skeltalMuscle	whiteBloodCell	testes	thyroid	testes_R	brain_R	placenta_R	foreskin_R	hLF_r2	hLF_r1
XLOC_011185	na|@chr15:25361691-25367621|	1.3163	4.4514	5.7359	1.8053	5.9749	19.87	13.132	1.3085	3.2509	5.2184	9.1339	14.548	5.7404	0.95566	7.6953	37.157	11.781	5.2215	0.99471	3.6869	3.379	17.989
XLOC_011157	na|@chr15:20505565-20531084|	0.013795	0	0	0.0035597	0	0	0.059494	0	0	0.14813	0.0088451	0.0057658	0	0	1.9916	0	5.1937	0	0	0	0	0
XLOC_011155	na|@chr15:20100334-20145193|	0.2395	0.28159	0.90908	0	0	0.26477	1.1089	0	1.3553	0.59759	0.39361	0.76875	0	1.0694	0	0	0	0	0	0	0	0
XLOC_011151	na|@chr14:105506821-105509821|	0	0.69744	0	0	0	0	0	0	0	0.78991	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011152	na|@chr14:105532037-105540262|	0.44949	0.9297	0.092473	0.1921	0.061269	0	0.20623	0	0.45359	0	0.33831	0.095114	0	0.10155	0.46582	0.056865	0.2481	0	1.5564	0.25417	0	0.23165
XLOC_011150	na|@chr14:105491239-105493581|	0	0.39494	0	0	0	0	0	0	0	0.33362	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011166	na|@chr15:23649022-23652484|	0	0	0	0	0.50313	20.074	0	0	0.44481	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011167	na|@chr15:23656902-23662589|	0	0	0	0.027314	0	1.0646	0.01968	0	0	0.033727	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011169	na|@chr15:23873168-23874538|	0	0	0.54402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011165	na|@chr15:22512032-22512452|	0	0	0.36309	0.77112	0	0	0	0	0	1.0859	1.8395	0.36976	0	0	0.2557	0.1728	0	0	0	0	0	0
XLOC_011160	na|@chr15:21365490-21366478|	0.71949	0.49711	0.88882	0.24476	0.64867	0.40834	0.47266	0.17595	0.75838	0.31756	0.30699	0.37189	0.37181	0.31795	0.82325	0.49178	0	0	0	0.68908	0	0.16962
XLOC_011161	na|@chr15:22195621-22199973|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4718	0	1.2965	0	0	0	0	0
XLOC_008917	na|@chr10:99582227-99609535|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008918	na|@chr10:101286106-101290934|	0	0	0	0	0.27619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008916	na|@chr10:99173632-99185802|	0.13718	0.48801	0	0.25325	0.27384	0.14019	0.22932	0	0.34133	0.46115	0.39028	0.43388	0	0	0.34485	0.4551	0.69712	0	0	0.76269	0	0.32476
XLOC_008914	na|@chr10:97848665-97849956|	0.51352	0.17489	0	0.80167	0.35146	0.35783	0.57848	0.23638	0	0	0.26659	0.20797	0.35649	0.42136	2.3019	0.81103	3.8821	0	0	0	0	0
XLOC_008910	na|@chr10:96901681-96928182|	0	0	0	0	0	0	0.13116	0	0	0	0	0	0	0	0	0	2.3849	0	0	0	0	0
XLOC_000274	na|@chr1:85463021-85463597|	0	0	0	0	0	0	0	0	0.37659	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000271	na|@chr1:83982444-84327013|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27	0	0
XLOC_000277	na|@chr1:86064813-86066417|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000276	na|@chr1:85691287-85710928|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50211	0	1.2168	0	0	0	0	0
XLOC_000278	na|@chr1:86093301-86094050|	0	0	0.5737	0	0	0	0.49824	0	0	0	0	0	0.35958	0	0	0	0	0	0	0	0	0
XLOC_008905	na|@chr10:93542595-93558048|	0	1.7483	0.15171	0.2358	0.19168	0	2.3261	0.57937	0	0.73684	0.2331	0	0.29746	0.29358	7.909	1.4139	5.2071	0	0	0	0	0.62497
XLOC_008907	na|@chr10:94819419-94820183|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23954	0	0	0	0	0	0	0
XLOC_008900	na|@chr10:91675245-91717130|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10696	0	0	0	0	0	0	0
XLOC_008901	na|@chr10:92162277-92300562|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008902	na|@chr10:92720832-92766147|	0	0	0.39626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008903	na|@chr10:92793810-92796960|	0.59445	0	0	0	0	0	0	0	0	0.15287	0	0	0	0	0.17519	0	0	0	0	0	0	0
XLOC_000264	na|@chr1:78689325-78759574|	0.073256	0	0	0	0.1612	0	2.9686	1.5216	1.9115	0	0	0.058836	0	0	0	0	0	0	0	0	0	0
XLOC_000263	na|@chr1:77685226-77686969|	0	0	1.6221	0	0	0	1.1009	0	0	0	0	0.75516	0	0	0	0.99623	0	0	0	0	0	2.1772
XLOC_000262	na|@chr1:77533604-77544167|	0	0	0	0	0	0	0	0	0	0	0.24391	0.20856	0	0	0	0	0	0	0	0	0	0
XLOC_000269	na|@chr1:83368865-83632498|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10703	0	0.32134	0	0	0	0	0
XLOC_000268	na|@chr1:81000662-81112834|	0	34.137	0	0	0	0	4.9351	0	0	20.64	0	0	0	9.9455	0	0	0	0	0	0	0	0
XLOC_000267	na|@chr1:79735991-79871942|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28509	0	1.2377	0	0	0	0	0
XLOC_000266	na|@chr1:79735991-79871942|	0	0.097853	0	0	0	0	0	0	0	0	0	0	0	0	2.1365	0	2.1969	0	0	0	0	0
XLOC_008935	na|@chr10:105697903-105726769|	0.14327	0	0.35284	0.29112	0.1345	0.16335	0.45697	0	0	0	0.12571	0.42739	0.73136	0	0.23186	0.78704	0	0.72519	0	0	0	0
XLOC_008937	na|@chr10:106111348-106113333|	0.19466	0.24182	1.7203	0	0	0	0.17754	0	1.1251	0.45934	0.70459	0.31158	0.42918	1.6426	0.77426	0.39584	0.7306	3.0894	0	0	0	0.51436
XLOC_008938	na|@chr10:106234696-106240032|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011190	na|@chr15:26640212-26734856|	0	0	0	0	0	2.37	0	0	0	0	0	0	0	0	0.30116	0	0	0	0	0	0	0
XLOC_000291	na|@chr1:90251626-90253148|	0	0.30129	0	0.15274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000290	na|@chr1:90224275-90229610|	0	0.92737	0	0	0	0.49635	0	0.41553	0	0	0	0	0	1.0631	0	0	0	0	0	0	0	0
XLOC_011198	na|@chr15:30240228-30241270|	0	0	2.1337	0	0	0	0	0	0	0	0	0	0	0	0.1869	0	0	0.73813	0	0	0	0
XLOC_000293	na|@chr1:91248094-91320704|	0	0	0.57971	0	0	0	0	0	0	0	0	0.1037	0	0	0.74917	0	6.8656	0	0	0	0	0.48687
XLOC_011197	na|@chr15:30115424-30117856|	0	0.51818	0.40921	0	0	0.42345	0	0	0	0	0	0	0	0	1.6464	0.50548	0	0	0	0	0	0
XLOC_000292	na|@chr1:90254472-90256051|	0	0.41263	0.24193	0	0	0	0	0	0.17567	0	0.30136	0	0	0.20583	0	0	0	0	0	0	0	0
XLOC_000294	na|@chr1:93770667-93811405|	0.20522	2.1856	0.97265	1.2822	1.8853	0.65437	0.90812	0.06572	0.26672	2.4157	1.4993	3.3355	3.79E-05	1.0175	1.2979	2.3858	2.8246	0.62858	0.85135	0.29851	0.25464	2.6535
XLOC_011193	na|@chr15:28936496-28944750|	0.77333	0.18635	1.777	0.97545	0.27611	0.29269	0.69935	1.3617	0.094169	0.14482	1.5831	0.53727	0	0	1.2983	3.8145	1.1999	0	2.2752	0	0	0.53517
XLOC_000299	na|@chr1:94610666-94611175|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50789	0	0	0	0	0	0	0
XLOC_008922	na|@chr10:102819375-102820683|	0.13396	0.11099	0	0	0	0	0	0	0	0.17056	0	0	0	0	0.5766	0.34614	0.85833	0	0	0	0	0.9751
XLOC_008923	na|@chr10:103012577-103023307|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008924	na|@chr10:103082399-103082763|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008925	na|@chr10:103370421-103468158|	0	0	0	0	0	0	1.5189	0	0	0	0	0	0	0	0.52416	0	0	0	2.0093	0	0	0
XLOC_008926	na|@chr10:103370421-103468158|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58303	0	0	0	0	0	0	0
XLOC_008927	na|@chr10:103503657-103526776|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9388	0	5.9061	0	0	0	0	0
XLOC_000282	na|@chr1:89500493-89501303|	0	0.48083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000281	na|@chr1:88928657-88931553|	0	0	1.0981	0	0.24717	0	0	0	0.22989	0	0.16919	0	0	0	0.5491	0	0	0.76524	0	0	0	0
XLOC_000280	na|@chr1:88365591-88442197|	0	0	1.4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000283	na|@chr1:89510012-89512879|	0	0.8425	0	0.46941	0	0	0	0	0	0	0.20054	0	0	0.18329	0	0.35318	0	0	0	0	0	0
XLOC_008919	na|@chr10:102095319-102106147|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0506	0	4.7096	0	0	0	0	0
XLOC_008950	na|@chr10:113109696-113111861|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008959	na|@chr10:118904090-118928566|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1095	0	8.221	0	0	0	0	0
XLOC_000229	na|@chr1:63361679-63367310|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008957	na|@chr10:116579687-116581199|	0	0	0	1.5506	0.76311	1.7918	0	0	0	0	0	0	0	0	0.9739	0.61813	0	0	0	2.9719	0	3.0371
XLOC_008955	na|@chr10:115244763-115252063|	0.89005	1.4431	0.22806	0.33238	0.41513	0	0	0	1.0399	0.57067	0.30049	0.56634	0	0	0.60528	0	0	0	0	0	0	0
XLOC_000236	na|@chr1:67987995-67998015|	0	0	0	0	0	0	5.4657	14.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000238	na|@chr1:68421108-68441255|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88309	0	1.2304	0	0	0	0	0
XLOC_000232	na|@chr1:63604920-63782958|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26177	0	0.86069	0	0	0	0	0
XLOC_000233	na|@chr1:63604920-63782958|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33214	0	0	0	0	0	0	0
XLOC_000235	na|@chr1:64652511-64657832|	0	0	0	0	0	0.58398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000230	na|@chr1:63489877-63491329|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000231	na|@chr1:63604920-63782958|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051643	0	0	0	0	0	0	0
XLOC_008943	na|@chr10:109631333-109829052|	0	0	0	0	0	0	0	0	0.35261	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008942	na|@chr10:107830962-107832004|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6713	0	0	0	0	0	0	0
XLOC_008945	na|@chr10:110307732-110321573|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008944	na|@chr10:110209780-110226098|	0	0	0	0	0	0	0.75079	0	0	0	0	0	0	0	0.69706	0	0	0	0	0	0	0
XLOC_000218	na|@chr1:59180599-59184660|	0.60144	0.30483	0	0	0	0	0.15384	0	1.4925	0	0.14281	0.16866	0	0	0	0	0	0	0	0	0	0
XLOC_000227	na|@chr1:62102823-62113990|	0	0	0	0	0	0	0	0	0	0	0.5648	0	0	0	0	0	0	0	0	0	0	0
XLOC_000228	na|@chr1:63154152-63176365|	0	0.091446	0.38836	0	0	0	0.10267	0.22709	0	0	0.12191	0	0	0	0.075926	0.14779	0	0	0	0	0	0.8316
XLOC_000225	na|@chr1:60708562-60724248|	0	0	0	0	0	0	0.73759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000226	na|@chr1:60880142-60881834|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42327	0	0	0	0	0	0	0
XLOC_000223	na|@chr1:60539553-60542979|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60745	0	0	0	0	0	0	0
XLOC_000224	na|@chr1:60580546-60615351|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72408	0	0	0	0	0	0	0
XLOC_000221	na|@chr1:59592660-59664293|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1131	0	1.4227	0	0	0	0	0
XLOC_000222	na|@chr1:59762624-60254854|	0	0	0	0	0	0	0	0.69926	1.6915	0	0	0.35613	0.34443	0	0	0	0	0	0	0	0	0
XLOC_000220	na|@chr1:59592660-59664293|	0	0	0.23734	0	0	0	0	0	0	0.30389	0	0	0	0	0.0035808	0	0.44462	0	0	0	0	0
XLOC_008972	na|@chr10:123374938-123375353|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008971	na|@chr10:122952986-123072879|	0	0	0	0	0.45333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008970	na|@chr10:122685058-122740689|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008975	na|@chr10:124130696-124133962|	0	0.49001	0.3066	0	0	0	0.27192	0	0.24144	0	0	0.30477	0	0	0.25991	0.21523	0	0	0	0	0	0
XLOC_008974	na|@chr10:124102980-124104332|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223	0	1.8967	0	0	0	0	0
XLOC_008979	na|@chr10:125710889-125722836|	0.57707	1.1068	1.0128	0.1017	0.059915	0	0	0	0.40658	0	0.24682	0.084335	0.12266	0.5368	0.87397	0.22253	3.9202	0.39676	0	0	0	0.11816
XLOC_008978	na|@chr10:125702797-125703913|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1308	0	7.7697	0	0	0	0	0
XLOC_008977	na|@chr10:125115956-125315947|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000254	na|@chr1:73163074-73364823|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1366	0	1.2043	0	0	0	0	0
XLOC_000255	na|@chr1:73163074-73364823|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33821	0	0	0	0	0	0	0
XLOC_000256	na|@chr1:73771634-73820934|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5389	0	4.9056	0	0	0	0	0
XLOC_012689	na|@chr18:54697180-54711425|	0	0	0	0	0	0	0	0	0	0.31435	0	0	0	0.22934	0.49945	0.18835	1.3998	0	0	0	0	0
XLOC_012688	na|@chr18:54697180-54711425|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90136	0	3.4636	0	0	0	0	0
XLOC_012687	na|@chr18:53750586-53858185|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	2.1386	0	0	0	0	0
XLOC_000259	na|@chr1:75428997-75430802|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012686	na|@chr18:53750586-53858185|	0	0	0	0	0	0	0	0	0.33559	0	0	0	0	0	3.2571	0	3.7621	0	0	0	0	0
XLOC_012685	na|@chr18:53665693-53704521|	0	0	0	0	0	0	0	0	0	0	0.14525	0	0	0	0.093648	0.074687	0.16766	0	1.3205	0	0	0
XLOC_012684	na|@chr18:53665693-53704521|	0	0	0	0.58007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012683	na|@chr18:53497614-53506331|	0	0	0	0	0	0	0	0	0	0	0.09216	0	0	0	0.11684	0	0	0	1.1038	0	0	0
XLOC_012682	na|@chr18:53453840-53462359|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7595	0	0	0
XLOC_012681	na|@chr18:52558107-52565201|	0.22469	0.38081	7.7463	1.9125	1.914	0	1.0333	0	3.1042	0.5353	0.26273	3.7806	0	6.733	2.2325	0	1.5227	6.5936	0.87204	0.57115	0	0.71454
XLOC_000253	na|@chr1:73020892-73023568|	0	0	1.4644	0	0	0	0	0	0	0	0	0	0	0	0	0.67389	0	0	0	0	0	0
XLOC_008963	na|@chr10:119585587-119590667|	0	0	0	0	0	0	0	0	0	0	0	0.11815	0	0	1.908	0	4.2947	0	0	0	0	0
XLOC_008962	na|@chr10:119321594-119331968|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008965	na|@chr10:119875116-119878421|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1703	0	2.9888	0	0	0	0	0
XLOC_008964	na|@chr10:119585587-119590667|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61161	0	0	0	0	0	0	0
XLOC_008966	na|@chr10:120763047-120763396|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008968	na|@chr10:121861758-121863424|	0	0	0	0	0	0	1.2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000246	na|@chr1:71172135-71252214|	0	0	0	0	0.14396	0	1.6363	0	0	0	0	0	0	0	0.18623	0	0.28564	0	0	0	0	0
XLOC_012699	na|@chr18:57967895-57968494|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2594	0	3.8139	0	0	0	0	0
XLOC_000243	na|@chr1:69898937-69901092|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20148	0	0	0	0	0	0	0
XLOC_012695	na|@chr18:56498965-56501573|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63899	0	0	0	0	0	0	0
XLOC_000247	na|@chr1:71303919-71304747|	0	0	0	0	0	0	0.92009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012698	na|@chr18:57792169-57796757|	1.1625	0.83964	0.42176	2.2555	1.5523	3.0288	0.49891	0.74706	1.483	1.4095	0.87042	2.5248	2.7795	2.4015	0.92843	0.77002	0	0	0	0	0	0
XLOC_012692	na|@chr18:55471011-55474049|	0.40468	0.52162	0.15567	0.31794	0.19555	0.33673	0.14404	0.14864	0.15094	0.2005	0.15021	0.46908	0	0.057152	0.18653	0.65829	0	0	0	0.31551	0.86876	0.15363
XLOC_012694	na|@chr18:56327108-56327937|	0	1.6135	0	0	0	0	0	0	0	0.2751	0	0	0	1.035	0	0	0	0	0	0	0	0
XLOC_012693	na|@chr18:56112362-56117785|	0	0	0	0	0	0	0	1.0421	0	0	0	0	0	0	0.11119	0	0.55174	0	0	0	0	0
XLOC_012690	na|@chr18:54712814-54716542|	0	0.10099	0	0	0	0	0	0	0.068548	0	0	0	0	0	0.41824	0	2.9989	0	0	0	0	0
XLOC_012670	na|@chr18:45194511-45206709|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3523	0	2.0418	0	0	0	0	0
XLOC_012679	na|@chr18:51105993-51108994|	0	0	0	0.071376	0	0	0	0	0	0	0	0	0	0	0.43616	0	0.73619	0	0	0	0	0
XLOC_012677	na|@chr18:49574647-49691677|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6403	0	0	0	0	0
XLOC_012678	na|@chr18:51094568-51104096|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1458	0	2.4524	0	0	0	0	0
XLOC_012676	na|@chr18:49090644-49105047|	0	0	0.60024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005794	na|@chr6:105374298-105379376|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5031	0	4.7494	0	0	0	0	0
XLOC_005797	na|@chr6:106806440-106807592|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008867	na|@chr10:81388512-81391944|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42233	0	0	0	0	0	0	0	0
XLOC_005796	na|@chr6:106060541-106080071|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1164	0	0	0	0	0
XLOC_005791	na|@chr6:102575602-102580400|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49882	0	0	0	0	0	0	0
XLOC_005790	na|@chr6:97753512-98180588|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005793	na|@chr6:104910762-104951475|	0	0	0	1.8633	0	0	0	0	0	0	0	0	0	0	0.70161	0	0	0	0	0	0	0
XLOC_001892	na|@chr2:229554324-229579362|	0	0	0	0	0	0	0	0.26567	0	0	0	0	0	0	6.676	0	6.0599	0	0	0	0	0
XLOC_005792	na|@chr6:104785423-104786550|	0	0	0	0.46824	0	0	0	0	0.2008	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001891	na|@chr2:229294877-229476111|	0	0	0	0	0	0.65509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001894	na|@chr2:230989749-231032210|	2.1611	4.6429	0	1.7265	1.1587	0.47188	0.71316	0	1.2686	4.8061	1.4239	0.47942	1.331	12.606	1.3806	0.81955	0	0	1.002	0	0	1.1076
XLOC_008862	na|@chr10:80455818-80456779|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005798	na|@chr6:106938971-106950059|	1.0161	0	0	5.2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008866	na|@chr10:81136764-81137298|	0	0.9351	1.5169	0	0	0	0.37085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001897	na|@chr2:231751214-231769231|	0	0	0.81482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008863	na|@chr10:80703082-80737963|	0.2152	0.28525	0.23276	0.87202	0.27491	0.084828	0.36442	0.07094	0.54454	0.36781	0.42968	0.84106	0.13001	0.056494	0.32889	7.5311	2.2884	0	0.58284	1.2783	0.43718	0.55765
XLOC_012666	na|@chr18:42235954-42238832|	0	0.3286	0	0	0	0	0.29158	0	0.23357	0	0	0	0	0	0.30944	0	2.7987	0	0	0	0	0
XLOC_012667	na|@chr18:44337248-44340578|	0	0	1.4312	0	0	4.4032	1.4805	0	0	0	0	0	0.18828	0	0.02961	0.046551	0	1.8067	0	0	0	0
XLOC_012669	na|@chr18:44812094-45120916|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012662	na|@chr18:35461780-35462430|	0	0	0.47715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012663	na|@chr18:36786885-37115479|	0	0	0	0	0	0	0	0.75325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012664	na|@chr18:37235581-37245528|	1.76	0	0	0.087876	0	0	0	0	0.055637	0	0	0	0	0	1.9133	0	5.8636	0	0	0	0	0.33931
XLOC_012665	na|@chr18:37646249-37679196|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_008878	na|@chr10:85926985-85931832|	0	0.11304	0.14547	0	0.027296	0	1.9196	0	0.044228	0.17772	0.63446	4.8351	0	0.12751	0.41675	0.0034486	0	0	0.22394	0	0	0
XLOC_012659	na|@chr18:33503682-33509979|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008	0	2.0119	0	0	0	0	0
XLOC_008873	na|@chr10:82289038-82295698|	0.73542	1.3209	0.59698	1.3695	0.27944	0	0.5737	0.72723	0.5105	2.6263	0.37815	0.0031103	0	0.83504	0.77977	1.0862	0	0	0	0	0	0
XLOC_008874	na|@chr10:83552591-83577279|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53775	0	0	0	0	0	0	0
XLOC_008875	na|@chr10:83633134-83634234|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47533	0	0	0	0	0	0	0
XLOC_008876	na|@chr10:85432161-85435195|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42832	0	0	0	0	0	0	0
XLOC_008877	na|@chr10:85671409-85672678|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001868	na|@chr2:220594831-220602464|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001869	na|@chr2:220603492-220607703|	0	0	0	0	0	0	0	0	1.3306	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012653	na|@chr18:26582870-26584888|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51357	0	0	0	0	0	0	0
XLOC_012654	na|@chr18:27227188-27229540|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2606	0	0	0	0	0
XLOC_000206	na|@chr1:55681080-55683124|	0.81357	0.52351	0.5756	1.0891	0.33446	0.17605	0.14603	0.10435	0.20384	0.1137	0.072959	0.083471	0.28615	0.34788	0.45148	0.40523	1.3631	0	0	0	0	0.39421
XLOC_000205	na|@chr1:55461469-55462838|	0	0	0	0	0	0	0.50301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012658	na|@chr18:32902394-32906945|	0	0	0.73374	0	0	0.52331	0.53329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_000202	na|@chr1:54982084-54983024|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80382	0	0	0	0	0	0	0
XLOC_000201	na|@chr1:54881928-54886533|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_001870	na|@chr2:220658076-220659218|	0	0	0	0	0	1.0425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012648	na|@chr18:24386464-24402547|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2605	0	0	0	0	0	0	0
XLOC_001876	na|@chr2:222563381-222565211|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2147	0	0	0	0	0	0	0
XLOC_001875	na|@chr2:222501966-222548299|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50687	0	0	0	0	0	0	0
XLOC_001878	na|@chr2:222688045-222688435|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56188	0	0	0	0	0	0	0
XLOC_004600	na|@chr5:149083584-149101072|	0	0	0	0	0	0.23347	0	0	0	0	0	0	0	0	0.48383	0	0	0	0	0	0	0
XLOC_001877	na|@chr2:222597440-222601602|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68906	0	0	0	0	0	0	0
XLOC_008883	na|@chr10:88161759-88162970|	0	0.32541	0	0	0	0	0	0	0	0	0	0	0	0	0.77496	0	6.1358	0	0	0	0	0
